level MATVEC(SIGMA) VECMAT(SIGMA) COMM(SIGMA) NORM(SIGMA) p d-max comm-max comp-max allgather-max allreduce-max reducescatter-max gram-max mm-max nnls-max
7 0.000047 0.000038 0.000043 0.000068 10 0.0477169 0.0177429 0.0195771 0.00414008 0.00701046 0.00668871 0.00179155 0.010001 0.00779646
7 0.000072 0.000082 0.000069 0.000125 10 0.0607423 0.0200134 0.0294859 0.00471634 0.0071867 0.00820064 0.00201443 0.0171245 0.010455
7 0.000109 0.000091 0.000073 0.000144 10 0.0612647 0.0204526 0.0299173 0.00478411 0.00708507 0.00865683 0.00179096 0.0182297 0.00991689
8 0.000080 0.000041 0.000046 0.000088 10 0.0439891 0.0177139 0.0163564 0.00419345 0.00693409 0.00668935 0.00144962 0.00911652 0.00580368
8 0.000062 0.000046 0.000053 0.000085 10 0.0458278 0.0179982 0.0177319 0.00424239 0.00696241 0.006897 0.00152988 0.010179 0.00612312
7 0.000101 0.000092 0.000077 0.000141 10 0.058171 0.0201868 0.0273414 0.00473259 0.00704534 0.00848302 0.00193484 0.0166779 0.0087286
7 0.000105 0.000087 0.000070 0.000138 10 0.0574992 0.019939 0.0267365 0.00471332 0.0069507 0.00835655 0.00167176 0.0163349 0.0087322
7 0.000141 0.000128 0.000096 0.000199 10 0.0696154 0.0223267 0.0358051 0.00519062 0.00700781 0.010183 0.00191029 0.0226118 0.0113068
7 0.000215 0.000159 0.000128 0.000260 10 0.0818011 0.02419 0.045333 0.00561739 0.00705987 0.0115648 0.00177483 0.029305 0.0143856
8 0.000033 0.000030 0.000036 0.000053 10 0.0400548 0.0171079 0.0133689 0.0040907 0.00691116 0.0062058 0.00136964 0.00712629 0.00490289
8 0.000035 0.000026 0.000034 0.000055 10 0.0389936 0.0167985 0.0126418 0.00399496 0.00681696 0.00609212 0.00138808 0.00664939 0.00461912
8 0.000048 0.000040 0.000045 0.000084 10 0.0438991 0.0176161 0.0162473 0.00419967 0.00689477 0.00662899 0.00142077 0.00911351 0.00575808
8 0.000042 0.000032 0.000040 0.000070 10 0.0417064 0.0172461 0.0147375 0.00408316 0.0068733 0.00638923 0.00143318 0.00806519 0.00528551
7 0.000110 0.000097 0.000079 0.000166 10 0.0584503 0.0202383 0.0273981 0.00479782 0.00694036 0.00857287 0.00166127 0.0168809 0.00886547
7 0.000083 0.000070 0.000058 0.000106 10 0.0514164 0.0190236 0.0218572 0.00456147 0.00697919 0.00756328 0.00154052 0.0130706 0.00735704
6 0.000155 0.000116 0.000088 0.000203 10 0.0658162 0.0217333 0.0328602 0.00508967 0.00703774 0.00966589 0.00177288 0.020642 0.0104656
6 0.000144 0.000150 0.000111 0.000279 10 0.0775958 0.0235901 0.0421098 0.0054386 0.00701307 0.0112051 0.00176171 0.0274106 0.0129818
8 0.000028 0.000022 0.000032 0.000040 10 0.0376486 0.0166907 0.0114739 0.00401491 0.00684253 0.00594143 0.00139091 0.00580036 0.00431778
8 0.000040 0.000028 0.000035 0.000049 10 0.0393385 0.0168969 0.012907 0.00403727 0.00683987 0.00612086 0.00138857 0.00680296 0.00476346
6 0.000178 0.000147 0.000108 0.000234 10 0.0749694 0.0232017 0.0399225 0.00537869 0.00706663 0.0108289 0.00206088 0.0254538 0.012425
6 0.000215 0.000163 0.000117 0.000262 10 0.0816507 0.0242283 0.0452431 0.00553148 0.00705526 0.011672 0.00188522 0.0293442 0.0140334
6 0.000438 0.000300 0.000204 0.000531 10 0.12152 0.0307784 0.0766026 0.00685209 0.00723065 0.0167202 0.00218873 0.0515018 0.0229962
6 0.000313 0.000249 0.000175 0.000440 10 0.10944 0.0285097 0.0672071 0.00645418 0.00710147 0.0149573 0.00197942 0.0444352 0.0208192
8 0.000019 0.000014 0.000027 0.000023 10 0.0342354 0.0161172 0.0088994 0.00389837 0.00680494 0.00552818 0.00137341 0.0040859 0.0034491
8 0.000020 0.000017 0.000027 0.000030 10 0.0354575 0.0163234 0.00980674 0.00391479 0.00686346 0.00565636 0.00136885 0.00470857 0.00380362
6 0.000268 0.000235 0.000168 0.000405 10 0.10067 0.0275982 0.060105 0.0062627 0.0071405 0.0141949 0.00199034 0.0396404 0.018475
6 0.000640 0.000463 0.000298 0.000834 10 0.179405 0.039271 0.123317 0.00866444 0.00725932 0.0233472 0.00260991 0.0850171 0.035725
7 0.000121 0.000101 0.000080 0.000156 10 0.061409 0.0209067 0.0294483 0.00491276 0.00699058 0.00907998 0.00167415 0.0182414 0.00958188
7 0.000156 0.000121 0.000094 0.000194 10 0.0684751 0.0221868 0.0350093 0.00522554 0.00698243 0.010049 0.00160437 0.0223205 0.0110844
7 0.000176 0.000142 0.000110 0.000222 10 0.0742176 0.0231439 0.0393145 0.00543216 0.00703073 0.0107506 0.00169645 0.0250167 0.0126014
7 0.000184 0.000135 0.000098 0.000217 10 0.0721043 0.0227558 0.0377498 0.00528412 0.00700441 0.0105248 0.00202461 0.0239668 0.0117584
7 0.000099 0.000080 0.000072 0.000122 10 0.0546076 0.0196981 0.0243278 0.00464077 0.00700218 0.0081323 0.00159466 0.0147086 0.00803864
7 0.000094 0.000077 0.000064 0.000120 10 0.054161 0.0194734 0.0240457 0.00462284 0.00694155 0.00799235 0.00158857 0.0145719 0.00800385
6 0.000221 0.000174 0.000122 0.000321 10 0.0839672 0.0244375 0.0471492 0.00559458 0.00703976 0.0118199 0.00179994 0.0304218 0.0149884
6 0.000255 0.000180 0.000133 0.000297 10 0.0880769 0.025192 0.0504377 0.0057839 0.0070523 0.0123726 0.00188172 0.0330112 0.015595
7 0.000094 0.000085 0.000069 0.000129 10 0.0556882 0.0197542 0.0252017 0.0047073 0.00704881 0.00808629 0.00155734 0.0153265 0.00833913
7 0.000105 0.000078 0.000064 0.000122 10 0.0543599 0.0195609 0.024161 0.00463776 0.00696383 0.00804701 0.00156192 0.0145613 0.00808538
0 0.000000 0.000000 0.000000 0.000000 20 2.62705 0.56592 1.85592 0.261942 0.0106802 0.293303 0.0178719 1.40087 0.437602
1 0.012416 0.010686 0.005073 0.010755 20 1.39794 0.265141 1.02232 0.0980808 0.0100872 0.157013 0.0112128 0.76676 0.244492
1 0.009960 0.008428 0.004000 0.008983 20 1.18195 0.240924 0.847231 0.0980137 0.00991189 0.133037 0.0110449 0.637059 0.199189
2 0.003852 0.003201 0.001851 0.004326 20 0.566894 0.133117 0.390455 0.0492179 0.008286 0.0756337 0.00686286 0.289624 0.094091
2 0.006792 0.006095 0.003034 0.006775 20 0.909089 0.200012 0.637304 0.0851313 0.00930969 0.105605 0.0092321 0.474829 0.153356
3 0.001915 0.001163 0.001001 0.002413 20 0.341759 0.0901872 0.226208 0.0291242 0.00781079 0.0532986 0.00560598 0.165428 0.0552906
3 0.001321 0.000723 0.000739 0.001866 20 0.266126 0.0727247 0.172855 0.0229416 0.00779922 0.0420134 0.00562943 0.125703 0.041586
2 0.004819 0.003799 0.002076 0.004717 20 0.617589 0.130981 0.436327 0.0487199 0.00863191 0.0736528 0.00611627 0.324046 0.106758
2 0.004747 0.003401 0.001868 0.004440 20 0.590634 0.154276 0.395589 0.0674913 0.00816269 0.0786672 0.00567919 0.292544 0.0974585
3 0.001786 0.001183 0.001007 0.002374 20 0.335715 0.0883285 0.22169 0.0281992 0.00794154 0.0522531 0.00575691 0.161842 0.0542426
3 0.002024 0.001062 0.000964 0.002316 20 0.336933 0.0889794 0.223243 0.0283437 0.00795063 0.0527078 0.00616457 0.162333 0.0548677
3 0.003607 0.002345 0.001481 0.003580 20 0.465932 0.121891 0.307705 0.0427934 0.0080727 0.0711746 0.00521617 0.223828 0.0786959
3 0.003481 0.002318 0.001376 0.003421 20 0.45316 0.118071 0.301122 0.0412948 0.0079907 0.0688082 0.00567051 0.218929 0.0766125
4 0.000480 0.000218 0.000329 0.000595 20 0.120664 0.0382565 0.0684579 0.00736179 0.0074777 0.0234627 0.00244036 0.0498074 0.016384
4 0.000811 0.000438 0.000495 0.001141 20 0.190305 0.0501499 0.122951 0.0120902 0.0079323 0.0301614 0.00443987 0.0880466 0.0304852
3 0.001896 0.001132 0.000989 0.002604 20 0.345383 0.0909288 0.228509 0.0295292 0.00791186 0.0535068 0.00611117 0.165838 0.0566203
3 0.001561 0.000824 0.000817 0.001891 20 0.272727 0.07563 0.17569 0.0248734 0.00787418 0.0429162 0.00441289 0.127086 0.0443049
5 0.000155 0.000069 0.000107 0.000190 20 0.0595003 0.0226804 0.0253113 0.00486812 0.00743784 0.0105004 0.0018913 0.0153343 0.0080905
5 0.000289 0.000155 0.000210 0.000375 20 0.0916502 0.0314901 0.0473303 0.00642578 0.00736608 0.0177586 0.00231677 0.0321006 0.012914
4 0.001486 0.000604 0.000637 0.001598 20 0.225957 0.0588532 0.148069 0.0145982 0.00778092 0.0364842 0.00413646 0.107195 0.0368005
4 0.000711 0.000309 0.000352 0.000820 20 0.18141 0.0462648 0.119865 0.00866637 0.00750193 0.0301335 0.00357277 0.0871225 0.0291792
4 0.001129 0.000459 0.000510 0.001219 20 0.194867 0.0523502 0.124962 0.0124615 0.00783194 0.0320693 0.00437824 0.0900215 0.0307452
4 0.001765 0.001037 0.000909 0.002241 20 0.325969 0.0895012 0.212532 0.0307932 0.00794954 0.0507886 0.00555813 0.154872 0.0521882
5 0.000551 0.000245 0.000301 0.000709 20 0.128651 0.04033 0.0740693 0.00780531 0.0074732 0.0250778 0.00258403 0.0534903 0.0180034
5 0.000403 0.000195 0.000268 0.000580 20 0.11755 0.0365201 0.0673061 0.00712435 0.00736494 0.0220955 0.00221995 0.0494395 0.0158199
4 0.000927 0.000468 0.000510 0.001259 20 0.193772 0.0514363 0.124777 0.0121835 0.00796625 0.0313292 0.00433728 0.0898556 0.0308494
4 0.001100 0.000442 0.000549 0.001307 20 0.194077 0.0512874 0.12544 0.0121941 0.00790176 0.0312322 0.00430182 0.0904016 0.0307833
4 0.001134 0.000522 0.000570 0.001393 20 0.214107 0.0559669 0.140066 0.0132761 0.00767602 0.035041 0.00473841 0.101344 0.0340548
4 0.000764 0.000413 0.000446 0.001109 20 0.179357 0.0475359 0.115123 0.0109707 0.00798753 0.028604 0.00462799 0.0819346 0.0285689
6 0.000168 0.000099 0.000135 0.000238 20 0.07099 0.0258287 0.0330527 0.00548213 0.00740479 0.0130683 0.0019641 0.0214623 0.00964558
6 0.000121 0.000059 0.000090 0.000189 20 0.0577093 0.0219131 0.024282 0.00478681 0.00741201 0.00983206 0.00183623 0.014461 0.00805734
6 0.000087 0.000026 0.000054 0.000060 20 0.0428685 0.0182922 0.0136941 0.00416973 0.00727156 0.00697248 0.00163888 0.00655734 0.00550092
6 0.000095 0.000039 0.000070 0.000113 20 0.0515788 0.0201341 0.0202406 0.00442356 0.00732332 0.00851993 0.0017331 0.0115743 0.00694704
5 0.000276 0.000109 0.000150 0.000254 20 0.0740804 0.0267698 0.0352266 0.00565636 0.00746664 0.0137568 0.00211573 0.0232465 0.00987165
5 0.000436 0.000205 0.000269 0.000600 20 0.109137 0.0366481 0.0590749 0.00720293 0.00742925 0.0220496 0.00251278 0.0407073 0.0158611
4 0.000666 0.000346 0.000397 0.000907 20 0.149718 0.0427894 0.0913437 0.0102146 0.00779279 0.0248114 0.0032274 0.0633389 0.0247946
4 0.000624 0.000356 0.000396 0.001010 20 0.146362 0.0437956 0.0867717 0.0105878 0.00775671 0.025488 0.00304012 0.0607233 0.0230292
4 0.000885 0.000480 0.000520 0.001319 20 0.182361 0.0514308 0.113199 0.012808 0.00774692 0.0308908 0.00276569 0.0812018 0.0293802
4 0.000983 0.000405 0.000465 0.001250 20 0.16694 0.047121 0.10326 0.011401 0.00777887 0.0279553 0.00283722 0.0732196 0.0272894
5 0.000589 0.000218 0.000280 0.000661 20 0.11107 0.0374958 0.059857 0.00730762 0.00740154 0.0228067 0.00256301 0.0411997 0.0160988
5 0.000586 0.000233 0.000302 0.000685 20 0.119338 0.0400796 0.0653089 0.00773264 0.00739806 0.0249822 0.0023618 0.0451257 0.0178235
4 0.001628 0.000873 0.000832 0.002050 20 0.277907 0.075849 0.180237 0.0247742 0.00789425 0.0432279 0.00449554 0.130001 0.0457802
4 0.001204 0.000548 0.000568 0.001452 20 0.200368 0.054678 0.127397 0.0134661 0.00783543 0.033408 0.00342726 0.0910056 0.0331258
5 0.000577 0.000241 0.000295 0.000683 20 0.112391 0.0400737 0.0586891 0.00781087 0.00740616 0.0248983 0.00217151 0.0407829 0.0157413
5 0.000618 0.000338 0.000378 0.000943 20 0.137809 0.0416645 0.0806752 0.00970477 0.00771985 0.0242742 0.00260902 0.0567235 0.0214807
5 0.000624 0.000217 0.000282 0.000582 20 0.119887 0.0372018 0.0688455 0.00740034 0.00748927 0.022383 0.00266863 0.0501099 0.0160723
5 0.000672 0.000229 0.000299 0.000671 20 0.12903 0.0399553 0.0748055 0.0077722 0.0074963 0.0247562 0.00283088 0.0540815 0.017896
5 0.000433 0.000202 0.000270 0.000530 20 0.107771 0.0362945 0.0580427 0.00707842 0.00740284 0.021855 0.0026334 0.0398093 0.0156223
5 0.000603 0.000249 0.000325 0.000702 20 0.129284 0.0419815 0.0730339 0.00804469 0.007541 0.0264305 0.00287632 0.0514333 0.0187308
6 0.000341 0.000123 0.000165 0.000345 20 0.0952377 0.0284414 0.0541312 0.00595924 0.00752704 0.0150807 0.00236485 0.0381323 0.0136391
6 0.000187 0.000086 0.000125 0.000203 20 0.0717311 0.0242757 0.0355919 0.00512492 0.00735438 0.0119136 0.00199715 0.0236588 0.00993944
5 0.000979 0.000493 0.000551 0.001306 20 0.183781 0.0525195 0.113972 0.0126166 0.0076852 0.0322448 0.00361877 0.0808666 0.0295016
5 0.000831 0.000373 0.000413 0.001021 20 0.161169 0.0453319 0.0997359 0.0103735 0.007714 0.0272839 0.00366668 0.0706882 0.0254082
7 0.000075 0.000017 0.000040 0.000039 20 0.0421062 0.0174385 0.0134729 0.00400718 0.0072282 0.00632821 0.00172349 0.00627179 0.00548503
7 0.000024 0.000013 0.000031 0.000026 20 0.0365945 0.0167912 0.00926288 0.00395421 0.00710196 0.00586066 0.00146748 0.00360168 0.00419631
5 0.000437 0.000195 0.000264 0.000549 20 0.0985819 0.0350925 0.0506585 0.00692779 0.00720118 0.0210029 0.00200124 0.0344911 0.0141899
5 0.000640 0.000229 0.000299 0.000625 20 0.111821 0.0398904 0.0578888 0.00774382 0.00774343 0.0244478 0.00204147 0.0400594 0.0158982
5 0.000396 0.000178 0.000244 0.000424 20 0.109063 0.0416438 0.0515586 0.00850128 0.0113152 0.0219006 0.00237515 0.0351125 0.0141005
5 0.000733 0.000347 0.000432 0.001027 20 0.166901 0.0527146 0.0959332 0.0125264 0.0114704 0.0287466 0.00338451 0.0677689 0.0248313
6 0.000132 0.000042 0.000072 0.000111 20 0.0625105 0.0283238 0.0206925 0.00617987 0.0109548 0.0113071 0.00217974 0.0121258 0.0063886
6 0.000161 0.000057 0.000093 0.000149 20 0.0681089 0.0293807 0.024903 0.00641781 0.0107282 0.0123401 0.00228331 0.0150399 0.00761272
6 0.000258 0.000103 0.000141 0.000273 20 0.0843552 0.0343953 0.0352667 0.00743881 0.0111985 0.0158704 0.00233533 0.0229248 0.0100623
6 0.000275 0.000106 0.000146 0.000295 20 0.0874423 0.0352655 0.0374321 0.00762638 0.011165 0.0165966 0.00232239 0.0245943 0.0105371
5 0.000522 0.000202 0.000267 0.000520 20 0.116368 0.0435019 0.0571673 0.00849488 0.0106641 0.0243823 0.00280158 0.038838 0.0155288
5 0.000270 0.000168 0.000220 0.000431 20 0.102188 0.038995 0.0484437 0.00739431 0.00988593 0.0217785 0.00241421 0.0324731 0.0135564
7 0.000082 0.000025 0.000049 0.000067 20 0.0533301 0.0257107 0.0141118 0.00597929 0.0105969 0.00925224 0.00212013 0.00735316 0.00467738
7 0.000069 0.000035 0.000064 0.000115 20 0.0593881 0.0275819 0.0183617 0.00620511 0.0109684 0.0105338 0.00206843 0.0104185 0.00595241
5 0.000453 0.000187 0.000249 0.000501 20 0.113223 0.0431367 0.0543503 0.00869756 0.011343 0.023136 0.00279337 0.036901 0.0146595
5 0.000312 0.000164 0.000229 0.000398 20 0.106831 0.0413321 0.0498194 0.00841137 0.0113923 0.0215985 0.00237855 0.0343129 0.0132199
6 0.000234 0.000114 0.000152 0.000314 20 0.0878975 0.035621 0.0374881 0.00769179 0.0112121 0.0168211 0.00249392 0.0243913 0.0106242
6 0.000237 0.000139 0.000184 0.000377 20 0.0985144 0.0385346 0.0448636 0.00817532 0.0112509 0.0192135 0.00254954 0.0302177 0.0121033
5 0.000603 0.000247 0.000302 0.000671 20 0.134626 0.0491937 0.0688262 0.00966017 0.0113491 0.0282189 0.00333839 0.0473356 0.0181572
5 0.000517 0.000259 0.000314 0.000780 20 0.140469 0.0510821 0.0728911 0.0100169 0.011156 0.0299293 0.00279889 0.0508525 0.0192454
5 0.000534 0.000243 0.000294 0.000688 20 0.116011 0.0446086 0.0563834 0.00805139 0.00935758 0.0272424 0.00237966 0.0386103 0.0154344
5 0.000549 0.000224 0.000313 0.000565 20 0.125225 0.0468499 0.062523 0.00914677 0.0107849 0.026955 0.00252404 0.0431615 0.0168861
7 0.000100 0.000032 0.000060 0.000078 20 0.0554889 0.0264619 0.015682 0.00622122 0.0106577 0.00969112 0.00203229 0.00863752 0.00503499
7 0.000113 0.000049 0.000083 0.000129 20 0.0639739 0.0288556 0.0217013 0.00633943 0.0108798 0.0117447 0.00219513 0.0129783 0.00653387
5 0.000458 0.000202 0.000309 0.000608 20 0.117181 0.0445286 0.0571184 0.00885896 0.0112906 0.0244197 0.00264307 0.0393785 0.0150994
5 0.000485 0.000201 0.000280 0.000618 20 0.120196 0.0452566 0.0592562 0.00899171 0.0112665 0.0250524 0.00256804 0.0410685 0.0156258
6 0.000305 0.000116 0.000157 0.000346 20 0.0871892 0.0356308 0.0370964 0.00772443 0.0111348 0.0168716 0.00212846 0.0246918 0.0103407
6 0.000368 0.000133 0.000189 0.000384 20 0.0944846 0.0378056 0.0419928 0.00805768 0.0111745 0.0186521 0.00233659 0.0282866 0.011374
7 0.000138 0.000048 0.000082 0.000127 20 0.0634375 0.0287628 0.0213453 0.00633271 0.0109388 0.0115941 0.00224517 0.0126606 0.00645152
7 0.000096 0.000042 0.000078 0.000128 20 0.0610776 0.0283871 0.0195692 0.00630802 0.0110284 0.0111582 0.002051 0.0115134 0.00602609
6 0.000326 0.000118 0.000157 0.000340 20 0.0849392 0.0347474 0.0361736 0.00740804 0.0105969 0.016829 0.0022298 0.0239354 0.0100196
6 0.000216 0.000091 0.000128 0.000280 20 0.0658842 0.02834 0.0254498 0.00583571 0.00926226 0.0133562 0.00196259 0.0159404 0.00757378
6 0.000355 0.000117 0.000167 0.000328 20 0.0783116 0.0327773 0.0321925 0.00675141 0.00979211 0.0163148 0.00203224 0.0207556 0.00941855
6 0.000298 0.000099 0.000159 0.000292 20 0.0829475 0.0343352 0.0343284 0.00752918 0.011104 0.0158037 0.00226376 0.0224974 0.00957544
6 0.000278 0.000115 0.000166 0.000267 20 0.0855871 0.0351113 0.0361119 0.00769771 0.0110243 0.016495 0.00223046 0.0238465 0.010089
6 0.000337 0.000131 0.000192 0.000388 20 0.0941942 0.0376396 0.041741 0.00807748 0.0111301 0.0184908 0.00236739 0.0280619 0.011365
6 0.000293 0.000114 0.000171 0.000301 20 0.0833152 0.034489 0.0344599 0.00754967 0.0110876 0.0159649 0.00220915 0.0227053 0.009596
6 0.000261 0.000094 0.000130 0.000271 20 0.0785281 0.0328757 0.0314327 0.00717155 0.011036 0.0147696 0.00227954 0.0202233 0.00893554
6 0.000374 0.000166 0.000263 0.000445 20 0.103881 0.0407112 0.0479946 0.00847464 0.0112453 0.0210526 0.00234777 0.03284 0.0128573
6 0.000329 0.000179 0.000246 0.000558 20 0.108842 0.0419356 0.0516451 0.00855956 0.0112682 0.0221637 0.00249029 0.0354809 0.0136825
6 0.000358 0.000107 0.000162 0.000247 20 0.0825268 0.0343039 0.0339066 0.00749318 0.011013 0.0159034 0.00221813 0.0221329 0.00955833
6 0.000418 0.000140 0.000198 0.000398 20 0.0954916 0.0380855 0.0425824 0.00792597 0.0109907 0.0192499 0.00201556 0.0288161 0.0117551
6 0.000234 0.000110 0.000152 0.000310 20 0.0708886 0.0300928 0.0284108 0.00615003 0.00919511 0.0148629 0.00185525 0.0182417 0.00832909
6 0.000304 0.000111 0.000150 0.000332 20 0.0769471 0.0322373 0.031429 0.00660783 0.00970691 0.0160385 0.00201443 0.0203122 0.00912954
7 0.000116 0.000071 0.000112 0.000168 20 0.0700898 0.0305391 0.0259818 0.00676937 0.0106749 0.0132131 0.00231518 0.0160114 0.00766087
7 0.000052 0.000038 0.000068 0.000099 20 0.057297 0.0267512 0.0179195 0.00597014 0.0105587 0.0103322 0.00191501 0.0103555 0.00566388
6 0.000381 0.000132 0.000183 0.000395 20 0.0924243 0.037202 0.0406041 0.00800517 0.0111483 0.0181243 0.00235915 0.0272456 0.0110044
6 0.000353 0.000126 0.000181 0.000325 20 0.0930203 0.0373534 0.0410057 0.00800546 0.0111338 0.0183048 0.00232138 0.0274987 0.0111935
6 0.000474 0.000193 0.000253 0.000535 20 0.113211 0.0432969 0.0544333 0.00865766 0.0112735 0.0234079 0.00255327 0.0374554 0.0144308
6 0.000485 0.000181 0.000250 0.000560 20 0.111914 0.0428029 0.0536938 0.00862485 0.0112487 0.0229705 0.002473 0.0369463 0.0142825
7 0.000084 0.000023 0.000049 0.000056 20 0.0513043 0.0252207 0.0132319 0.00585139 0.0104751 0.00899389 0.00211397 0.00675739 0.00437608
7 0.000052 0.000020 0.000044 0.000061 20 0.0486917 0.023943 0.0122216 0.00564436 0.00985189 0.00855138 0.00197639 0.00608022 0.00419789
8 0.000062 0.000016 0.000029 0.000028 20 0.0352268 0.0166892 0.00826076 0.00397887 0.00709261 0.00573319 0.00144981 0.00322752 0.00361803
8 0.000040 0.000015 0.000031 0.000026 20 0.0349585 0.0166277 0.0080702 0.00395511 0.00710161 0.00568272 0.00143197 0.00307017 0.0035801
5 0.000856 0.000455 0.000497 0.001223 20 0.193688 0.057504 0.11723 0.0132173 0.0110298 0.0332972 0.00342321 0.082954 0.03089
5 0.000435 0.000283 0.000332 0.000777 20 0.146824 0.0526341 0.0773154 0.00999303 0.0110143 0.0316768 0.00305114 0.0537715 0.0204939
7 0.000113 0.000074 0.000108 0.000211 20 0.0730802 0.0312113 0.0276451 0.0067374 0.0109523 0.0136423 0.00236637 0.0170033 0.00831361
7 0.000151 0.000069 0.000112 0.000194 20 0.0721659 0.0310287 0.027018 0.00672669 0.0109229 0.0134932 0.00234814 0.0165096 0.00818719
7 0.000085 0.000033 0.000060 0.000087 20 0.0587769 0.0276181 0.0175622 0.00613462 0.0110971 0.0105043 0.00204078 0.00977699 0.00580429
7 0.000133 0.000051 0.000087 0.000140 20 0.0655027 0.0289022 0.022744 0.00639108 0.0108211 0.0118091 0.00226105 0.0134417 0.00707882
6 0.000269 0.000093 0.000131 0.000248 20 0.0802398 0.0331598 0.0324967 0.00721529 0.0111548 0.0149041 0.00233689 0.0206754 0.00952854
6 0.000406 0.000157 0.000199 0.000486 20 0.0996688 0.0390052 0.0453697 0.00820353 0.011294 0.0195781 0.00232456 0.0306517 0.0123973
6 0.000197 0.000096 0.000136 0.000259 20 0.0670828 0.0273253 0.0276825 0.00587191 0.00841154 0.0131642 0.00174455 0.0177772 0.00816668
6 0.000220 0.000087 0.000132 0.000208 20 0.0692573 0.0287389 0.0275948 0.00622053 0.00931193 0.0133241 0.00196694 0.0174636 0.00819145
6 0.000314 0.000102 0.000135 0.000234 20 0.0836 0.0342575 0.0347078 0.00740606 0.0112054 0.0157796 0.00237302 0.0223867 0.00997614
6 0.000380 0.000144 0.000198 0.000411 20 0.0988201 0.0384977 0.0453174 0.00788898 0.010837 0.0198328 0.00254986 0.0302778 0.0124984
7 0.000266 0.000073 0.000108 0.000169 20 0.0649461 0.0263281 0.0264293 0.0055587 0.00908249 0.0118056 0.00188613 0.0162077 0.00836731
7 0.000117 0.000047 0.000086 0.000127 20 0.0518822 0.0228475 0.0178831 0.00509527 0.00827604 0.00959187 0.00160546 0.010609 0.00567422
8 0.000032 0.000010 0.000026 0.000016 20 0.0312609 0.0160684 0.00582703 0.00389783 0.00694493 0.0053461 0.0012449 0.00240212 0.0022359
8 0.000016 0.000008 0.000023 0.000014 20 0.0307112 0.0158813 0.00552112 0.00385699 0.00689277 0.00525727 0.00122517 0.00224124 0.00210716
7 0.000090 0.000059 0.000094 0.000147 20 0.0492872 0.0210679 0.017775 0.00461804 0.00699485 0.00958347 0.00142402 0.0108593 0.00550052
7 0.000105 0.000045 0.000080 0.000123 20 0.0577978 0.0257667 0.0197546 0.00576725 0.00946931 0.0106428 0.00205312 0.0115823 0.00614324
7 0.000118 0.000069 0.000109 0.000199 20 0.0700843 0.030755 0.0258198 0.0065946 0.0108712 0.0133936 0.00230053 0.0158643 0.00766052
7 0.000122 0.000043 0.000082 0.000140 20 0.0619815 0.0286525 0.0201461 0.00634765 0.0110513 0.011366 0.00200818 0.0119438 0.00620336
6 0.000157 0.000085 0.000123 0.000240 20 0.0735007 0.0311577 0.0287257 0.00682371 0.0104008 0.0140445 0.00227544 0.0181072 0.00834623
6 0.000237 0.000116 0.000149 0.000334 20 0.0639987 0.026059 0.0269106 0.00554124 0.00710689 0.013508 0.00146608 0.0175609 0.00791703
6 0.000128 0.000076 0.000112 0.000178 20 0.0712467 0.0307644 0.0268821 0.00673146 0.010577 0.0135566 0.00228372 0.0166754 0.00792556
6 0.000223 0.000099 0.000133 0.000284 20 0.0813273 0.0339299 0.0331624 0.00731499 0.0110929 0.0156161 0.00234176 0.0215057 0.00932133
7 0.000193 0.000060 0.000095 0.000170 20 0.066982 0.0295401 0.0239993 0.00650516 0.0107728 0.0123703 0.00230856 0.0146164 0.00708418
7 0.000101 0.000042 0.000080 0.000114 20 0.0609689 0.0283327 0.0195106 0.00640189 0.0109686 0.0110646 0.00197768 0.011482 0.00607846
6 0.000247 0.000091 0.000126 0.000210 20 0.0719277 0.0300622 0.0285703 0.00652823 0.00981118 0.0138487 0.00208594 0.0180961 0.008397
6 0.000286 0.000117 0.000159 0.000332 20 0.086549 0.0341449 0.0380536 0.00700342 0.0101953 0.0170584 0.00232857 0.0248624 0.0109968
7 0.000077 0.000051 0.000086 0.000134 20 0.058566 0.0247403 0.0218034 0.00543966 0.00919561 0.0102203 0.00182863 0.0128749 0.00713366
7 0.000121 0.000042 0.000074 0.000135 20 0.0611018 0.0275051 0.0203398 0.00609897 0.0105854 0.0109451 0.00207107 0.0119267 0.00634196
8 0.000043 0.000021 0.000049 0.000051 20 0.0437482 0.0203616 0.0119578 0.0047803 0.00836613 0.00732985 0.00171618 0.00582625 0.00443045
8 0.000031 0.000019 0.000042 0.000048 20 0.041593 0.0197407 0.0108324 0.00464603 0.00813813 0.00707476 0.00162135 0.00524356 0.00397259
7 0.000196 0.000073 0.000101 0.000194 20 0.067982 0.0297536 0.0248758 0.00661615 0.01067 0.0125717 0.00232087 0.0151867 0.00737428
7 0.000117 0.000050 0.000090 0.000129 20 0.0634807 0.0288751 0.0213829 0.00628787 0.0110104 0.0116846 0.00205898 0.0128431 0.00649253
7 0.000136 0.000067 0.000105 0.000160 20 0.0688886 0.0301441 0.0253457 0.00656767 0.0107233 0.0129608 0.00235156 0.0154928 0.00751042
7 0.000211 0.000066 0.000104 0.000190 20 0.0693869 0.0303546 0.0255217 0.00661935 0.0107771 0.0130819 0.00232621 0.0156733 0.00752308
7 0.000052 0.000024 0.000051 0.000057 20 0.0514056 0.025198 0.0133377 0.0058514 0.0103749 0.00908299 0.0020558 0.0069514 0.00434687
